,FAKULTA_SP,ROK_NAR,STAT_OBCANSTVI,PSC_BYDL,PSC_CIZI,OBEC_BYDLISTE,OBEC_CIZI,STAT_BYDLISTE,NAZEV_S_SKOLY,STAT_S_SKOLY,ADRESA_S_SKOLY,CIS_OBORU,MATURITA,STRED_SKOLA_CIZI,STRED_SKOLA_CIZI_MISTO,STRED_SKOLA_CIZI_OBOR,VS_SKOLA,NAZEV_VS,STAT_VS,VS_ROK_ABSOL,ROK_PR,CISP_KOD,CZ_NAZEV,FORMA,TYP,PR_NAZEV,PR_OBOR,PR_KOMBINACE,SDRUZENE,KOLO_PRIHLASKY,key,nazev,skupina_oboru,stupen_vzdelani,round
63,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2013,,,,,,,,2019,B1301,Geografie,P,B,GEO HI1,,GEO HI,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
64,PRF,2000,Česká republika,51301,,Chuchelna,,Česká republika,"Gymn.I.Olbrachta, příspěvková organizace",Česká republika,"Semily, Nad Špejcharem 574 , 51301",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2019,B1301,Geografie,P,B,GEO HI1,,GEO HI,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
65,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Dr. Josefa Pekaře,Česká republika,"Mladá Boleslav, Palackého 211/3 , 29301",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO HI1,,GEO HI,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
66,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Chomutov, Mostecká 3000 , 43001",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO HI1,,GEO HI,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
67,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"Gymnázium, příspěvková organizace",Česká republika,"Jablonec nad Nisou, U Balvanu 764/16 , 46601",7941K41,2017,,,,,,,,2019,B1301,Geografie,P,B,GEO HI1,,GEO HI,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
68,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"Gymn.a SOŠ, příspěvková organizace",Česká republika,"Klášterec nad Ohří, Chomutovská 459 , 43151",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO HI1,,GEO HI,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
69,PRF,1999,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium a SOŠ dr. Václava Šmejkala,Česká republika,"Ústí nad Labem, Stavbařů 2857/5 , 40011",7941K41,2018,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2019,B1301,Geografie,P,B,GEO HI2,,GEO HI,,2,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
70,PRF,1999,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Josefa Jungmanna,Česká republika,"Litoměřice, Svojsíkova 1015/1a , 41201",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2019,B1301,Geografie,P,B,GEO SV1,,GEO SV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
71,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2013,,,,,,,,2019,B1301,Geografie,P,B,GEO SV1,,GEO SV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
72,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"Gymnázium, příspěvková organizace",Česká republika,"Česká Lípa, Žitavská 2969 , 47006",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
73,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
74,PRF,2000,Česká republika,40331,,Ústí nad Labem,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
75,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Václava Hlavatého,Česká republika,"Louny, Poděbradova 661 , 44001",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
76,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
77,PRF,1999,Česká republika,40323,,Velké Březno,,Česká republika,Gymnázium a SOŠ dr. Václava Šmejkala,Česká republika,"Ústí nad Labem, Stavbařů 2857/5 , 40011",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
78,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Městské gymnázium a Základní škola,Česká republika,"Jirkov, Krušnohorská 1675 , 43111",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
79,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,gymnázia,Česká republika,,7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
80,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"Střední pedagog. škola, gymnázium a VOŠ",Česká republika,"Karlovy Vary, Lidická 455/40 , 36001",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
81,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Josefa Jungmanna,Česká republika,"Litoměřice, Svojsíkova 1015/1a , 41201",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
82,PRF,1999,Česká republika,40502,,Děčín,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2018,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
83,PRF,1999,Česká republika,40502,,Děčín,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2018,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
84,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Městské gymnázium a Základní škola,Česká republika,"Jirkov, Krušnohorská 1675 , 43111",7941K41,2018,,,,,,,,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
85,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Sokolov a Krajské vzděl.centr.,Česká republika,"Sokolov, Husitská 2053 , 35601",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
86,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Chomutov, Mostecká 3000 , 43001",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO1,1301R005 - GEO,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
87,PRF,2000,Česká republika,40011,,Ústí nad Labem,,Česká republika,Gymnázium a SOŠ dr. Václava Šmejkala,Česká republika,"Ústí nad Labem, Stavbařů 2857/5 , 40011",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2019,B1301,Geografie,P,B,GEO1,1301R005 - GEO,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
88,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Kadaň, 5. května 620 , 43201",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO1,1301R005 - GEO,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
89,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium T. G. Masaryka,Česká republika,"Litvínov, Studentská 640 , 43601",7941K41,2017,,,,ZAPADOCESKA UNIVERZITA V PLZNI,ZAPADOCESKA UNIVERZITA V PLZNI,Česká republika,,2019,B1301,Geografie,P,B,GEO1,1301R005 - GEO,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
90,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Ostrov,Česká republika,"Ostrov, Studentská 1205 , 36301",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO1,1301R005 - GEO,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
91,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Krkonošské gymnázium a SOŠ,Česká republika,"Vrchlabí, Komenského 586 , 54301",7941K41,2013,,,,,,,,2019,B1301,Geografie,P,B,GEO1,1301R005 - GEO,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
92,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Josefa Jungmanna,Česká republika,"Litoměřice, Svojsíkova 1015/1a , 41201",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO1,1301R005 - GEO,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
93,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"Gymn.I.Olbrachta, příspěvková organizace",Česká republika,"Semily, Nad Špejcharem 574 , 51301",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO1,1301R005 - GEO,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
94,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO1,1301R005 - GEO,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
95,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO1,1301R005 - GEO,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
96,PRF,1999,Česká republika,40502,,Děčín,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2018,,,,,,,,2019,B1301,Geografie,P,B,GEO1,1301R005 - GEO,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
97,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium J. S. Machara,Česká republika,"Brandýs nad Labem-Stará Boleslav, Královická 668/23 , 25001",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO1,1301R005 - GEO,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
98,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Josefa Ressela,Česká republika,"Chrudim, Olbrachtova 291 , 53701",7941K41,2013,,,,,,,,2019,B1301,Geografie,P,B,GEO1,1301R005 - GEO,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
99,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Lovosice, Sady pionýrů 600/6 , 41002",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO1,1301R005 - GEO,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
100,PRF,1999,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium T. G. Masaryka,Česká republika,"Litvínov, Studentská 640 , 43601",7941K41,2020,,,,,,,,2019,B1301,Geografie,P,B,GEO1,1301R005 - GEO,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
101,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Praha 8 - Libeň, U libeňského zámku 1/2 , 18000",7941K41,2016,,,,UNIVERZITA KARLOVA V PRAZE,UNIVERZITA KARLOVA V PRAZE,Česká republika,2020.0,2019,B1301,Geografie,P,B,GEO2,1301R005 - GEO,,,2,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
102,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,gymnázia,Česká republika,,7941K41,2014,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2018.0,2019,B1301,Geografie,P,B,GEO2,1301R005 - GEO,,,2,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
103,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Dvořákovo gymnázium a SOŠ ekonomická,Česká republika,"Kralupy nad Vltavou, Dvořákovo nám. 800/9 , 27801",7941K41,2017,,,,,,,,2019,B1301,Geografie,P,B,GEO2,1301R005 - GEO,,,2,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
104,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,První české gymnázium v Karlových Varech,Česká republika,"Karlovy Vary, Národní 445/25 , 36001",7941K41,2018,,,,,,,,2019,B1301,Geografie,P,B,GEO2,1301R005 - GEO,,,2,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
105,PRF,1999,Česká republika,40011,,Ústí nad Labem,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K41,2018,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2019,B1301,Geografie,P,B,GEO2,1301R005 - GEO,,,2,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
106,PRF,1998,Česká republika,41804,,Hrobčice,,Česká republika,Gymnázium,Česká republika,"Teplice, Čs. dobrovolců 530/11 , 41501",7941K41,2018,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2019,B1301,Geografie,P,B,GEO2,1301R005 - GEO,,,2,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
107,PRF,1998,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Josefa Jungmanna,Česká republika,"Litoměřice, Svojsíkova 1015/1a , 41201",7941K41,2018,,,,,,,,2019,B1301,Geografie,P,B,GEO2,1301R005 - GEO,,,2,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
108,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Slovanské gymnázium,Česká republika,"Olomouc, Jiřího z Poděbrad 936/13 , 77900",7941K41,2013,,,,,,,,2019,B1301,Geografie,P,B,GEO2,1301R005 - GEO,,,2,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
109,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Teplice, Čs. dobrovolců 530/11 , 41501",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GSE1,1301R019 - GSE,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
110,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Olomouc, Čajkovského 68/9 , 77900",7941K41,2018,,,,Česká zemědělská univerzita,CESKA ZEMEDELSKA UNIVERZITA V PRAZE,Česká republika,,2019,B1301,Geografie,P,B,GSE1,1301R019 - GSE,,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
111,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,gymnázia,Česká republika,,7941K41,2019,,,,,,,,2019,B1407,Chemie,P,B,CHE AJ1,,CHE AJ,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
112,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Lovosice, Sady pionýrů 600/6 , 41002",7941K41,2019,,,,,,,,2019,B1407,Chemie,P,B,CHE BI1,,CHE BI,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
113,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K41,2019,,,,,,,,2019,B1407,Chemie,P,B,CHE BI1,,CHE BI,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
114,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2019,,,,,,,,2019,B1407,Chemie,P,B,CHE BI1,,CHE BI,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
115,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Teplice, Čs. dobrovolců 530/11 , 41501",7941K41,2019,,,,,,,,2019,B1407,Chemie,P,B,CHE BI1,,CHE BI,,1,7941K41,Gymnázium (7941K41),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
